FID,TimeZoneLo,DoorNum,DoorAction,AC_Type,PossFalseP,PossSplitD,TimeSinceP,GangedDrop,NEAR_FID,NEAR_DIST,Fire_Name,SDI90_mean,SDI97_mean,Slope_mean,PCL_mean,Elevation_,FM_majorit,dataCtrTim,Volume,CoverageLv,Suppressan,TimeSinc_1,LineLenMi,GlobalID,Year,Altitude,Speed,Heading,GalInTank,GalDropped,TotalDropT,TimeSinc_2,DateTimeLo,DateTimeUT,TimeLocalI,GACCName,GACCAbbrev,UpdateDate,Shape_Leng
157,America/Denver, ,start,Scooper,No,Yes,371, ,3665,0.000000000000000,Quarry,141.0000000,146.0000000,30.0000000,9.0000000,2176.0000000,147.0000000,2024-08-02T01:20:18.203Z,0.000000000000000,0, ,371,0.041514086022400,{8CF0EB3B-1B38-4978-AD44-76E0279D60FA},2024,7437,129,316,0,0.000000000000000,1,0,2024-08-01T19:19:49.000Z,2024-08-02T01:19:49.000Z,191949,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,166.835649875999991
158,America/Denver, ,start,Scooper,No,Yes,429, ,3665,0.000000000000000,Quarry,127.0000000,132.0000000,29.0000000,11.0000000,2192.0000000,165.0000000,2024-08-02T01:27:51.560Z,0.000000000000000,0, ,429,0.033821400618100,{FB38F274-D7CC-4E8F-87F9-3D1A51F17387},2024,7447,121,328,0,0.000000000000000,1,0,2024-08-01T19:26:59.000Z,2024-08-02T01:26:59.000Z,192659,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,154.658365718999988
159,America/Denver, ,start,Scooper,No,Yes,369, ,3665,0.000000000000000,Quarry,141.0000000,146.0000000,31.0000000,9.0000000,2175.0000000,147.0000000,2024-08-02T01:33:47.980Z,0.000000000000000,0, ,369,0.036673647006900,{E7E0D95B-8F37-4D52-A091-0CC2C47D896D},2024,7408,131,312,0,0.000000000000000,1,0,2024-08-01T19:33:09.000Z,2024-08-02T01:33:09.000Z,193309,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,158.966176837000006
160,America/Denver, ,start,Scooper,No,Yes,375, ,3665,0.000000000000000,Quarry,160.0000000,162.0000000,29.0000000,7.0000000,2167.0000000,165.0000000,2024-08-02T01:46:17.933Z,0.000000000000000,0, ,736,0.031850934531200,{9E7C2103-EE41-4191-B6ED-D3B6DEFC2849},2024,7378,132,312,0,0.000000000000000,1,0,2024-08-01T19:45:26.000Z,2024-08-02T01:45:26.000Z,194526,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,151.213798617999998
161,America/Denver, ,start,Scooper,No,Yes,380, ,3665,0.000000000000000,Quarry,99.0000000,104.0000000,22.0000000,10.0000000,2248.0000000,165.0000000,2024-08-02T01:52:19.800Z,0.000000000000000,0, ,380,0.030061413473000,{EB60C9AF-B2FE-42D4-A9EA-717F4CB9CD98},2024,7542,125,300,0,0.000000000000000,1,0,2024-08-01T19:51:47.000Z,2024-08-02T01:51:47.000Z,195147,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,148.155180932000007
162,America/Denver, ,start,Scooper,No,Yes,360, ,3665,0.000000000000000,Quarry,92.0000000,94.0000000,24.0000000,9.0000000,2230.0000000,165.0000000,2024-08-02T01:58:48.083Z,0.000000000000000,0, ,360,0.030673412463900,{57882876-A662-4B50-AB04-35F2A01E8CFA},2024,7522,126,289,0,0.000000000000000,1,0,2024-08-01T19:57:48.000Z,2024-08-02T01:57:48.000Z,195748,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,149.009642199000012
163,America/Denver, ,start,Scooper,No,Yes,393, ,3665,0.000000000000000,Quarry,114.0000000,116.0000000,25.0000000,9.0000000,2223.0000000,165.0000000,2024-08-02T02:05:17.980Z,0.000000000000000,0, ,393,0.037944988877100,{E330CA70-129F-4056-81AD-301DEAA0242B},2024,7496,135,99,0,0.000000000000000,1,0,2024-08-01T20:04:22.000Z,2024-08-02T02:04:22.000Z,200422,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,160.525721272999988
164,America/Denver, ,start,LAT,No,No, , ,3665,61.847502603499997,Quarry,72.0000000,75.0000000,20.0000000,12.0000000,1964.0000000,102.0000000,2024-07-31T16:06:50.310Z,0.000000000000000,0, ,50438,0.308263144531000,{1A5F7007-2BD3-42F4-AA70-BA620AFDA1FB},2024,6847,161,336,0,0.000000000000000,6,0,2024-07-31T10:06:05.000Z,2024-07-31T16:06:05.000Z,100605,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,599.498328454999978
165,America/Denver, ,start,LAT,No,No, , ,3665,0.000000000000000,Quarry,91.0000000,95.0000000,25.0000000,11.0000000,2062.0000000,102.0000000,2024-07-31T16:55:17.930Z,0.000000000000000,0, ,2912,0.295740550654000,{FC805D37-447E-4577-9FD8-B91FC603FC3D},2024,7306,149,62,0,0.000000000000000,6,0,2024-07-31T10:54:43.000Z,2024-07-31T16:54:43.000Z,105443,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,573.685218566000003
166,America/Denver, ,start,LAT,No,No, , ,3665,0.000000000000000,Quarry,98.0000000,101.0000000,24.0000000,10.0000000,2131.0000000,165.0000000,2024-07-31T17:42:50.290Z,0.000000000000000,0, ,2831,0.253186359076000,{57D2B4F8-889D-436F-B485-0F49596DDD00},2024,7453,159,0,0,0.000000000000000,5,0,2024-07-31T11:42:00.000Z,2024-07-31T17:42:00.000Z,114200,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,511.288886132000016
167,America/Denver, ,start,LAT,No,No, , ,3665,0.000000000000000,Quarry,83.0000000,87.0000000,19.0000000,9.0000000,2227.0000000,165.0000000,2024-07-31T18:30:18.390Z,0.000000000000000,0, ,2803,0.218332046448000,{48D4B934-845F-4407-80C2-01E8843C7622},2024,7713,134,42,0,0.000000000000000,5,0,2024-07-31T12:28:48.000Z,2024-07-31T18:28:48.000Z,122848,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,451.450349599999981
168,America/Denver, ,start,LAT,No,No, , ,3665,0.000000000000000,Quarry,60.0000000,65.0000000,16.0000000,8.0000000,2213.0000000,165.0000000,2024-07-31T18:45:18.650Z,3900.000000000000000,8, ,58160,0.252487352496000,{4887BCB8-A050-4532-A94E-6AF115C28864},2024,7667,146,109,0,0.000000000000000,5,0,2024-07-31T12:45:03.000Z,2024-07-31T18:45:03.000Z,124503,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,503.366935330999979
169,America/Denver, ,start,LAT,No,No, , ,3665,30.911113180600001,Quarry,45.0000000,50.0000000,10.0000000,9.0000000,2194.0000000,165.0000000,2024-07-31T21:51:18.370Z,3961.000000000000000,8, ,11128,0.257638071625000,{91AC2DEC-4F0A-42A3-B42B-0023B920EB05},2024,7581,150,61,0,0.000000000000000,5,0,2024-07-31T15:50:36.000Z,2024-07-31T21:50:36.000Z,155036,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,512.496864618000018
170,America/Denver, ,start,LAT,No,No, , ,3665,0.000000000000000,Quarry,86.0000000,90.0000000,19.0000000,8.0000000,2227.0000000,165.0000000,2024-07-31T23:09:17.863Z,3953.000000000000000,8, ,4708,0.233959919191000,{4717AF27-F26B-495B-A264-8E5D42268BA5},2024,7683,154,41,0,0.000000000000000,5,0,2024-07-31T17:09:09.000Z,2024-07-31T23:09:09.000Z,170909,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,476.891665762999992
171,America/Denver, ,start,LAT,No,No, , ,3665,200.416114859000004,Quarry,50.0000000,56.0000000,11.0000000,9.0000000,2250.0000000,188.0000000,2024-08-01T00:21:17.697Z,3936.000000000000000,8, ,4295,0.223086490177000,{530845EA-128C-4F43-A518-B6B5ABDBF0A0},2024,7667,137,63,0,0.000000000000000,5,0,2024-07-31T18:20:49.000Z,2024-08-01T00:20:49.000Z,182049,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,456.365590801999986
172,America/Denver, ,start,LAT,No,No, , ,3665,0.000000000000000,Quarry,96.0000000,99.0000000,21.0000000,9.0000000,2225.0000000,165.0000000,2024-08-01T01:42:17.940Z,3922.000000000000000,10, ,4858,0.152868711279000,{CA552B58-F900-4221-BA1F-533CC004292E},2024,7677,142,32,0,0.000000000000000,3,0,2024-07-31T19:41:52.000Z,2024-08-01T01:41:52.000Z,194152,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,347.105210311000008
173,America/Denver, ,start,LAT,No,Yes,64763, ,3665,228.603313866999997,Quarry,38.0000000,45.0000000,8.0000000,8.0000000,2256.0000000,188.0000000,2024-07-31T20:36:17.580Z,3948.000000000000000,6, ,64763,0.077327663047900,{99749355-191D-407B-AD83-069234AC4A0C},2024,7749,148,60,0,0.000000000000000,2,0,2024-07-31T14:35:52.000Z,2024-07-31T20:35:52.000Z,143552,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,223.859728759999996
174,America/Denver, ,start,LAT,No,Yes,301, ,3665,228.688580785999989,Quarry,42.0000000,49.0000000,9.0000000,9.0000000,2256.0000000,188.0000000,2024-07-31T20:41:17.893Z,2920.000000000000000,6, ,301,0.053606264180400,{8F015D3C-3083-4273-8693-75E6BAF48D94},2024,7703,148,85,0,0.000000000000000,1,0,2024-07-31T14:40:55.000Z,2024-07-31T20:40:55.000Z,144055,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,185.479713981999993
175,America/Denver, ,start,LAT,No,Yes,193, ,3665,254.615871776000006,Quarry,38.0000000,44.0000000,9.0000000,9.0000000,2250.0000000,188.0000000,2024-07-31T20:44:18.073Z,2333.000000000000000,6, ,193,0.059933852827300,{9F76F25D-29B2-40A9-9F81-E5167E22473B},2024,7686,150,9,0,0.000000000000000,1,0,2024-07-31T14:44:09.000Z,2024-07-31T20:44:09.000Z,144409,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,197.315971880999996
176,America/Denver, ,start,LAT,No,Yes,215, ,3665,303.473920782999983,Quarry,34.0000000,41.0000000,8.0000000,9.0000000,2255.0000000,188.0000000,2024-07-31T20:48:17.877Z,1629.000000000000000,6, ,215,0.112720030624000,{7EE58526-70F9-41F7-B25A-CA7723390AB3},2024,7726,148,82,0,0.000000000000000,2,0,2024-07-31T14:47:45.000Z,2024-07-31T20:47:45.000Z,144745,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,279.805038022000019
177,America/Denver, ,start,LAT,No,No, , ,3665,0.000000000000000,Quarry,55.0000000,60.0000000,14.0000000,9.0000000,2178.0000000,165.0000000,2024-07-31T21:56:47.583Z,3872.000000000000000,8, ,4106,0.297873412796000,{FA5E3B65-28F9-44DC-A0C9-0CC1DB4C3B5F},2024,7532,154,59,0,0.000000000000000,6,0,2024-07-31T15:56:13.000Z,2024-07-31T21:56:13.000Z,155613,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,577.156494988999953
178,America/Denver, ,start,LAT,No,No, , ,3665,0.000000000000000,Quarry,84.0000000,87.0000000,19.0000000,8.0000000,2227.0000000,165.0000000,2024-07-31T23:11:47.220Z,3971.000000000000000,8, ,4516,0.254123106468000,{6D5014B9-428C-48A9-8F87-CDE3EA8A00DD},2024,7785,154,53,0,0.000000000000000,5,0,2024-07-31T17:11:35.000Z,2024-07-31T23:11:35.000Z,171135,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,508.126695598000026
179,America/Denver, ,start,LAT,No,Yes,4869, ,3665,508.409301884000001,Quarry,43.0000000,50.0000000,11.0000000,12.0000000,2269.0000000,165.0000000,2024-08-01T00:33:17.703Z,3955.000000000000000,8, ,4869,0.054482055620900,{CAA88C9E-8E2D-4BCA-987A-D4A0CFC66641},2024,7670,137,111,0,0.000000000000000,1,0,2024-07-31T18:32:49.000Z,2024-08-01T00:32:49.000Z,183249,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,187.092415272000011
180,America/Denver, ,start,LAT,No,Yes,250, ,3665,473.883713602000000,Quarry,64.0000000,69.0000000,17.0000000,12.0000000,2248.0000000,165.0000000,2024-08-01T00:37:17.657Z,3189.000000000000000,8, ,250,0.189986706867000,{E5951E5C-2B69-4166-AD92-29AF22F5CB0D},2024,7693,140,112,0,0.000000000000000,4,0,2024-07-31T18:37:00.000Z,2024-08-01T00:37:00.000Z,183700,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,404.014884229000018
181,America/Denver, ,start,LAT,No,No, , ,3665,0.000000000000000,Quarry,76.0000000,80.0000000,18.0000000,9.0000000,2232.0000000,165.0000000,2024-08-01T01:49:17.580Z,3954.000000000000000,8, ,4328,0.225610114707000,{0ABCAAB0-CB73-40FD-A701-31E47691EAAA},2024,7657,140,32,0,0.000000000000000,5,0,2024-07-31T19:49:12.000Z,2024-08-01T01:49:12.000Z,194912,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,464.323081591000005
182,America/Denver, ,start,LAT,No,No, , ,3665,46.537098185200001,Quarry,45.0000000,51.0000000,11.0000000,8.0000000,2214.0000000,165.0000000,2024-08-01T18:10:49.310Z,4044.000000000000000,6, ,58859,0.263537738237000,{F6A7BFFC-36BF-46F4-9099-8AB7C4D6AA6C},2024,7686,150,68,0,0.000000000000000,5,0,2024-08-01T12:10:16.000Z,2024-08-01T18:10:16.000Z,121016,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,520.705690742000002
183,America/Denver, ,start,LAT,No,No, , ,3665,318.719960026000024,Quarry,41.0000000,48.0000000,11.0000000,12.0000000,2264.0000000,165.0000000,2024-08-01T00:27:49.750Z,0.000000000000000,0, ,5441,0.088148557838400,{9444AEB8-E83F-44DF-925B-8100C6DC115A},2024,7690,137,95,0,0.000000000000000,2,0,2024-07-31T18:27:01.000Z,2024-08-01T00:27:01.000Z,182701,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,240.571187269999996
184,America/Denver, ,start,LAT,No,No, , ,3665,306.670743193000021,Quarry,36.0000000,44.0000000,9.0000000,12.0000000,2264.0000000,165.0000000,2024-08-01T01:38:47.943Z,0.000000000000000,0, ,4258,0.087760372294300,{0B12E2AD-58D4-49B6-BBD7-24A10CDBFF75},2024,6181,153,350,0,0.000000000000000,2,0,2024-07-31T19:38:01.000Z,2024-08-01T01:38:01.000Z,193801,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,242.505228754999990
185,America/Denver, ,start,LAT,No,No, , ,3665,0.000000000000000,Quarry,75.0000000,78.0000000,24.0000000,13.0000000,1988.0000000,102.0000000,2024-07-31T16:13:18.150Z,0.000000000000000,0, ,50611,0.368394682277000,{BD2A4AD9-A4B8-430D-9225-783DF60D1E6F},2024,7257,161,38,0,0.000000000000000,7,0,2024-07-31T10:12:30.000Z,2024-07-31T16:12:30.000Z,101230,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,694.668550707999998
186,America/Denver, ,start,LAT,No,No, , ,3665,0.000000000000000,Quarry,83.0000000,87.0000000,22.0000000,11.0000000,2125.0000000,102.0000000,2024-07-31T17:03:18.283Z,0.000000000000000,0, ,2996,0.363459271468000,{5732CA37-53AF-4BE9-9CF9-9D9BEEB12E32},2024,7890,157,81,0,0.000000000000000,7,0,2024-07-31T11:02:33.000Z,2024-07-31T17:02:33.000Z,110233,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,679.731421941999997
187,America/Denver, ,start,LAT,No,No, , ,3665,0.000000000000000,Quarry,69.0000000,73.0000000,23.0000000,12.0000000,2156.0000000,165.0000000,2024-07-31T17:52:20.460Z,0.000000000000000,0, ,2932,0.297688206471000,{5C19D7B1-E420-4D8A-A4FF-D19B2A55F7D1},2024,7535,151,8,0,0.000000000000000,6,0,2024-07-31T11:51:32.000Z,2024-07-31T17:51:32.000Z,115132,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,583.205768235000050
188,America/Denver, ,start,LAT,No,No, , ,3665,0.000000000000000,Quarry,107.0000000,109.0000000,23.0000000,9.0000000,2117.0000000,165.0000000,2024-07-31T18:34:49.843Z,0.000000000000000,0, ,2551,0.252741838264000,{F759BD90-8BA3-40EB-8AA8-4AB0D109D0A0},2024,7585,156,359,0,0.000000000000000,5,0,2024-07-31T12:34:09.000Z,2024-07-31T18:34:09.000Z,123409,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,510.559975454999972
