plot,code,species
HC01,CAREX SP.,Carex sp.
HC01,COLPAR,Collinsia parviflora 
HC01,HELANN,Helianthus annuus
HC01,QUEGAM,Quercus gambelii
HC01,APOAND,Apocynum androsaemifolium
HC01,HARTRA,Harbouria trachypleura
HC01,CHEALB,Chenopodium album
HC01,PHAHAS,Phacelia hastata
HC01,LACSER,Lactuca serriola
HC01,PENVIR,Penstemon virens
HC02,TRIAES,Triticum aestivum
HC02,GERBIC,Geranium bicknellii
HC02,ACHMIL,Achillea millefolium
HC02,QUEGAM,Quercus gambelii
HC02,CEAFEN,Ceanothus fendleri
HC02,VERTHA,Verbascum thapsus
HC02,CLAPER,Claytonia perfoliata
HC02,LACSER,Lactuca serriola
HC02,MAHREP,Mahonia repens
HC02,CAMPET,Campanula petiolata
HC03,QUEGAM,Quercus gambelii
HC03,MAHREP,Mahonia repens
HC03,CLAPER,Claytonia perfoliata
HC03,CAREX SP.,Carex sp.
HC03,COLLIN,Collomia linearis
HC03,BROTEC,Bromus tectorum
HC03,BROINE,Bromus inermis
HC03,COLPAR,Collinsia parviflora 
HC03,GALAPA,Galium aparine
HC03,SENINT,Senecio integerrimus 
HC03,LACSER,Lactuca serriola
HC03,CHAANG,Chamerion angustifolium
HC03,CHEALB,Chenopodium album
HC03,TAROFF,Taraxacum officinale
HC04,QUEGAM,Quercus gambelii
HC04,CAREX SP.,Carex sp.
HC04,CHEHYB,Chenopodiastrum hybridium
HC04,PHYMON2,Physocarpus monogynus
HC04,GALAPA,Galium aparine
HC04,AGOGLA,Agoseris glauca
HC04,MAHREP,Mahonia repens
HC04,GALBOR,Galium boreale
HC04,LATLAN,Lathyrus lanszwertii
HC04,TAROFF,Taraxacum officinale
HC04,CHEALB,Chenopodium album
HC04,CAMMIC,Camelina microcarpa
HC04,DESPIN,Descurainia pinnata
HC04,BROTEC,Bromus tectorum
HC04,CLAPER,Claytonia perfoliata
HC04,CERMON,Cercocarpus montanus
HC04,SCUBRI,Scutellaria brittonii
HC04,ALLCER,Allium cernuum
HC04,CALGUN,Calochortus gunnisonii
HC04,VIONUT,Viola nuttallii
HC04,SYMALB,Symphoricarpos albus
HC04,LACSER,Lactuca serriola
HC05,ARNLAT,Arnica latifolia
HC05,COLPAR,Collinsia parviflora 
HC05,CLAPER,Claytonia perfoliata
HC05,MAHREP,Mahonia repens
HC05,COLLIN,Collomia linearis
HC05,LACSER,Lactuca serriola
HC05,ALLCER,Allium cernuum
HC05,QUEGAM,Quercus gambelii
HC05,APOAND,Apocynum androsaemifolium
HC05,PENVIR,Penstemon virens
HC05,CHAANG,Chamerion angustifolium
HC05,LATLAN,Lathyrus lanszwertii
HC05,GERBIC,Geranium bicknellii
HC05,CHEHYB,Chenopodiastrum hybridium
HC05,CLARUB,Claytonia rubra
HC05,SILANT,Silene antirrhina
HC05,PSEJAM,Pseudostellaria jamesiana
HC05,POLDOU,Polygonum douglasii 
HC05,HESCOM,Hesperostipa comata
HC05,GAYDIF,Gayophytum diffusum
HC05,TAROFF,Taraxacum officinale
HC05,POACOM,Poa compressa
HC06,MAHREP,Mahonia repens
HC06,CHEHYB,Chenopodiastrum hybridium
HC06,TAROFF,Taraxacum officinale
HC06,GALAPA,Galium aparine
HC06,QUEGAM,Quercus gambelii
HC06,ROSARK,Rosa arkansana
HC06,DRAPAR,Dracocephalum parviflorum
HC06,CAREX SP.,Carex sp.
HC06,CLAPER,Claytonia perfoliata
HC06,SYMALB,Symphoricarpos albus
HC06,GERRIC,Geranium richardsonii
HC06,DELNUT,Delphinium nuttallianum
HC06,PRUVIR,Prunus virginiana
HC06,ELLNYC,Ellisia nyctelea
HC06,THLARV,Thlaspi arvense
HC06,CHEFRE,Chenopodium fremontii
HC07,GERBIC,Geranium bicknellii
HC07,TRIAES,Triticum aestivum
HC07,APOAND,Apocynum androsaemifolium
HC07,MAHREP,Mahonia repens
HC07,ARNLAT,Arnica latifolia
HC07,DRYFIS,Drymocallis fissa
HC07,CHAANG,Chamerion angustifolium
HC07,CLAPER,Claytonia perfoliata
HC07,COLPAR,Collinsia parviflora 
HC07,CHEHYB,Chenopodiastrum hybridium
HC07,LACSER,Lactuca serriola
HC07,CAREX SP.,Carex sp.
HC07,GAYDIF,Gayophytum diffusum
HC07,BROTEC,Bromus tectorum
HC07,QUEGAM,Quercus gambelii
HC07,CAMPET,Campanula petiolata
HC07,CORAUR,Corydalis aurea
HFR01,CEAFEN,Ceanothus fendleri
HFR01,POLDOU,Polygonum douglasii 
HFR01,TRIAES,Triticum aestivum
HFR01,PHAHAS,Phacelia hastata
HFR01,ACEGLA,Acer glabrum
HFR01,CHEALB,Chenopodium album
HFR01,QUEGAM,Quercus gambelii
HFR01,CORAUR,Corydalis aurea
HFR01,ACHMIL,Achillea millefolium
HFR02,BROTEC,Bromus tectorum
HFR02,MERLAN,Mertensia lanceolata
HFR02,CAREX SP.,Carex sp.
HFR02,CHEHYB,Chenopodiastrum hybridium
HFR02,COLPAR,Collinsia parviflora 
HFR02,AGOGLA,Agoseris glauca
HFR02,MALNEG,Malva neglecta
HFR02,LACSER,Lactuca serriola
HFR02,GERBIC,Geranium bicknellii
HFR02,POLDOU,Polygonum douglasii 
HFR02,QUEGAM,Quercus gambelii
HFR02,CLAPER,Claytonia perfoliata
HFR02,ACEGLA,Acer glabrum
HFR02,VIOCAN,Viola canadensis
HFR02,GALAPA,Galium aparine
HFR03,LACSER,Lactuca serriola
HFR03,CHAANG,Chamerion angustifolium
HFR03,GAYDIF,Gayophytum diffusum
HFR03,MERLAN,Mertensia lanceolata
HFR03,MAHREP,Mahonia repens
HFR03,CAREX SP.,Carex sp.
HFR03,ACHMIL,Achillea millefolium
HFR04,TRIAES,Triticum aestivum
HFR04,CLAPER,Claytonia perfoliata
HFR04,QUEGAM,Quercus gambelii
HFR04,BROINE,Bromus inermis
HFR04,POAPRA,Poa pratensis
HFR04,COLPAR,Collinsia parviflora 
HFR04,DELNUT,Delphinium nuttallianum
HFR04,CAREX SP.,Carex sp.
HFR04,COLLIN,Collomia linearis
HFR04,TAROFF,Taraxacum officinale
HFR04,LACSER,Lactuca serriola
HFR04,SENINT,Senecio integerrimus 
HFR04,GAYDIF,Gayophytum diffusum
HFR04,ACHMIL,Achillea millefolium
HFR04,MAHREP,Mahonia repens
HFR04,VIONUT,Viola nuttallii
HFR05,TRIAES,Triticum aestivum
HFR05,GAYDIF,Gayophytum diffusum
HFR05,ACHMIL,Achillea millefolium
HFR05,CORAUR,Corydalis aurea
HFR05,QUEGAM,Quercus gambelii
HFR05,LACSER,Lactuca serriola
HFR05,BROINE,Bromus inermis
HFR05,COLPAR,Collinsia parviflora 
HFR05,POLDOU,Polygonum douglasii 
HFR05,VIONUT,Viola nuttallii
HFR05,HARTRA,Harbouria trachypleura
HFR05,HETVIL,Heterotheca villosa
HFR05,SENINT,Senecio integerrimus 
HFR05,ALLCER,Allium cernuum
HFR06,DRAPAR,Dracocephalum parviflorum
HFR06,TRIAES,Triticum aestivum
HFR06,LACSER,Lactuca serriola
HFR06,CLAPER,Claytonia perfoliata
HFR06,COLPAR,Collinsia parviflora 
HFR06,QUEGAM,Quercus gambelii
HFR06,HARTRA,Harbouria trachypleura
HFR06,CAMPET,Campanula petiolata
HFR06,CHAANG,Chamerion angustifolium
HFR06,APOAND,Apocynum androsaemifolium
HFR06,POLDOU,Polygonum douglasii 
HFR06,CAREX SP.,Carex sp.
HFR06,ACHMIL,Achillea millefolium
HFR06,CEAFEN,Ceanothus fendleri
HFR06,ARTLUD,Artemesia ludoviciana
HFR07,CLAPER,Claytonia perfoliata
HFR07,BROINE,Bromus inermis
HFR07,APOAND,Apocynum androsaemifolium
HFR07,QUEGAM,Quercus gambelii
HFR07,CAREX SP.,Carex sp.
HFR07,VIONUT,Viola nuttallii
HFR07,TAROFF,Taraxacum officinale
HFR07,COLPAR,Collinsia parviflora 
HFR07,GAYDIF,Gayophytum diffusum
HFR07,MAHREP,Mahonia repens
HFR07,SENINT,Senecio integerrimus 
HFR07,BROTEC,Bromus tectorum
HFR07,ARTLUD,Artemesia ludoviciana
HFR07,BOESTR,Boechera stricta
HFR07,ACHMIL,Achillea millefolium
HFR07,GRISUB,Grindelia subalpina
HFR07,DRYFIS,Drymocallis fissa
HFR07,LACSER,Lactuca serriola
LC01,GALAPA,Galium aparine
LC01,CAREX SP.,Carex sp.
LC01,PSEJAM,Pseudostellaria jamesiana
LC01,THAFEN,Thalictrum fendleri
LC01,MERCIL,Mertensia ciliata 
LC01,VIOCAN,Viola canadensis
LC01,PRUVIR,Prunus virginiana
LC01,ACEGLA,Acer glabrum
LC01,BROINE,Bromus inermis
LC01,FALCON,Fallopia convolvulus
LC01,CHEHYB,Chenopodiastrum hybridium
LC01,TAROFF,Taraxacum officinale
LC01,QUEGAM,Quercus gambelii
LC01,GERRIC,Geranium richardsonii
LC01,LATLAN,Lathyrus lanszwertii
LC01,MAIRAC,Maiantgemum racemosum
LC01,CYSFRA,Cystopteris fragilis
LC01,GALBOR,Galium boreale
LC01,LACSER,Lactuca serriola
LC01,PSEMEN,Pseudotsuga menziesii
LC01,JUNSCO,Juniperus scopulorum
LC01,MAHREP,Mahonia repens
LC02,QUEGAM,Quercus gambelii
LC02,ALYSIM,Alyssum simplex
LC02,ALLCER,Allium cernuum
LC02,OPUPOL,Opuntia polyacantha
LC02,SCUBRI,Scutellaria brittonii
LC02,UNK13,
LC02,TRAOCC,Tradescantia occidentalis
LC02,CERMON,Cercocarpus montanus
LC02,CAREX SP.,Carex sp.
LC02,COLLIN,Collomia linearis
LC02,HETVIL,Heterotheca villosa
LC02,HESCOM,Hesperostipa comata
LC02,MAHREP,Mahonia repens
LC02,DRYFIS,Drymocallis fissa
LC02,TAROFF,Taraxacum officinale
LC02,LATLAN,Lathyrus lanszwertii
LC02,ELYSMI,Elymus smithii
LC02,GALAPA,Galium aparine
LC02,BROTEC,Bromus tectorum
LC02,ARTFRI,Artemesia frigida
LC02,CAMMIC,Camelina microcarpa
LC02,HARTRA,Harbouria trachypleura
LC02,CERARV,Cerastium arvense strictum
LC02,VERTHA,Verbascum thapsus
LC02,BOESTR,Boechera stricta
LC02,SYMALB,Symphoricarpos albus
LC02,LACSER,Lactuca serriola
LC02,TRADUB,Tragopogon dubius
LC02,POAALP,Poa alpina
LC03,MAHREP,Mahonia repens
LC03,OSMDEP,Osmorhiza depauperata
LC03,MAISTE,Maianthemum stellatum
LC03,LIGPOR,Ligusticum porteri
LC03,ACEGLA,Acer glabrum
LC03,SENINT,Senecio integerrimus
LC03,QUEGAM,Quercus gambelii
LC03,CAREX SP.,Carex sp.
LC03,GALBOR,Galium boreale
LC03,ANTPAR,Antennaria parvifolia
LC03,THAFEN,Thalictrum fendleri
LC03,VIONUT,Viola nuttallii
LC03,CLAPER,Claytonia perfoliata
LC03,LACSER,Lactuca serriola
LC03,GALTRI,Galium trilobata
LC03,DRAPAR,Dracocephalum parviflorum
LC03,CHAANG,Chamerion angustifolium
LC03,PSEMEN,Pseudotsuga menziesii
LC03,RUMCRI,Rumex crispus
LC03,CAMPET,Camelina petiolata
LC03,TAROFF,Taraxacum officinale
LC03,GALAPA,Galium aparine
LC03,BOESTR,Boechera stricta
LC04,QUEGAM,Quercus gambelii
LC04,LINDAL,Linaria dalmatica
LC04,ALYSIM,Alyssum simplex
LC04,BROTEC,Bromus tectorum
LC04,CAMMIC,Camelina microcarpa
LC04,CAREX SP.,Carex sp.
LC04,ARTLUD,Artemisia ludoviciana
LC04,CERMON,Cercocarpus montanus
LC04,VERTHA,Verbascum thapsus
LC04,CARNUT,Carduus nutans
LC04,LEPPER,Lepidium perfoliatum
LC04,CLARUB,Claytonia rubra
LC04,CLAPER,Claytonia perfoliata
LC04,ANDGER,Andropogon gerardii
LC04,ALLCER,Allium cernuum
LC04,GALAPA,Galium aparine
LC04,TRADUB,Tragopogon dubius
LC04,PENVIR,Penstemon virens
LC04,ELYSMI,Elymus smithii
LC04,OPUPOL,Opuntia polyacantha
LC04,CERARV,Cerastium arvense strictum
LC04,HETVIL,Heterotheca villosa
LC04,ERYCAP,Erysimum capitatum
LC04,ERIFLA,Erigeron flagellaris
LC04,HESCOM,Hesperostipa comata
LC04,YUCGLA,Yucca glauca
LC04,TRAOCC,Tradescantia occidentalis
LC04,DRYFIS,Drymocallis fissa
LC04,SCUBRI,Scutellaria brittonii
LC04,SILANT,Silene antirrhina
LC04,COLPAR,Collinsia parviflora 
LC05,DESPIN,Descurainia pinnata
LC05,CHEHYB,Chenopodiastrum hybridium
LC05,GALAPA,Galium aparine
LC05,CLAPER,Claytonia perfoliata
LC05,COLPAR,Collinsia parviflora 
LC05,BROINE,Bromus inermis
LC05,QUEGAM,Quercus gambelii
LC05,MAHREP,Mahonia repens
LC05,ELLNYC,Ellisia nyctelea
LC05,PRUVIR,Prunus virginiana
LC05,TAROFF,Taraxacum officinale
LC05,RUMCRI,Rumex crispus
LC05,COLLIN,Collomia linearis
LC06,ACEGLA,Acer glabrum
LC06,HYDFEN,Hydrophyllum fendleri
LC06,CLAPER,Claytonia perfoliata
LC06,MAHREP,Mahonia repens
LC06,GALAPA,Galium aparine
LC06,LACSER,Lactuca serriola
LC06,CAREX SP.,Carex sp.
LC06,TAROFF,Taraxacum officinale
LC06,GERBIC,Geranium bicknellii
LC06,CORAUR,Corydalis aurea
LC06,SCUBRI,Scutellaria brittonii
LC06,BROINE,Bromus inermis
LC06,OSMDEP,Osmorhiza depauperata
LC06,MAISTE,Maianthemum stellatum
LC06,DRAPAR,Dracocephalum parviflorum
LC06,DELNUT,Delphinium nuttallianum
LC06,MERLAN,Mertensia lanceolata
LC06,RUMCRI,Rumex crispus
LC06,QUEGAM,Quercus gambelii
LC06,CAMPET,Campanula petiolata
LC07,CARNUT,Carduus nutans
LC07,MAHREP,Mahonia repens
LC07,ACHMIL,Achillea millefolium
LC07,CLAPER,Claytonia perfoliata
LC07,QUEGAM,Quercus gambelii
LC07,COLLIN,Collomia linearis
LC07,CAMMIC,Camelina microcarpa
LC07,TRAOCC,Tradescantia occidentalis
LC07,CHEALB,Chenopodium album
LC07,BROTEC,Bromus tectorum
LC07,ALYSIM,Alyssum simplex
LC07,ERIFLA,Erigeron flagellaris
LC07,ARTLUD,Artemesia ludoviciana
LC07,ELYSMI,Elymus smithii
LC07,SENINT,Senecio integerrimus 
LC07,HETVIL,Heterotheca villosa
LC07,OENSUF,Oenothera suffrutescens
LC07,CERARV,Cerastium arvense strictum
LC07,LATLAN,Lathyrus lanszwertii
LC07,PHAHAS,Phacelia hastata
LC07,GALAPA,Galium aparine
LC07,LACSER,Lactuca serriola
LC07,ASTPAR,Astragalus parryi
LC07,HELPUM,Helianthus pumilus
LC07,BOUSTR,Boechera stricta
LC07,TRIPAR,Trifolium parryi
LC07,BROJAP,Bromus japonicus
LC07,SILANT,Silene antirrhina
LC07,CEAFEN,Ceanothus fendleri
LC07,TRADUB,Tragopogon dubius
LC07,ARTFRI,Artemesia frigida
LC07,SCUBRI,Scutellaria brittonii
LC07,CERMON,Cercocarpus montanus
LFR01,PSEMEN,Pseudotsuga menziesii
LFR01,MERLAN,Mertensia lanceolata
LFR01,LACSER,Lactuca serriola
LFR01,CAREX SP.,Carex sp.
LFR01,COLPAR,Collinsia parviflora 
LFR01,ARNCOR,Arnica cordifolia
LFR01,QUEGAM,Quercus gambelii
LFR01,POLDOU,Polygonum douglasii 
LFR01,CAMPET,Campanula petiolata
LFR01,GALAPA,Galium aparine
LFR01,KOEMAC,Koeleria macrantha
LFR01,CHEHYB,Chenopodiastrum hybridium
LFR01,HUEPAR,Heuchera parvifolia
LFR01,DRAPAR,Dracocephalum parviflorum
LFR01,RIBAUR,Ribes aureum
LFR01,MAHREP,Mahonia repens
LFR02,ALYSIM,Alyssum simplex
LFR02,ARTLUD,Artemesia ludoviciana
LFR02,OPUPOL,Opuntia polyacantha
LFR02,BROTEC,Bromus tectorum
LFR02,COLLIN,Collomia linearis
LFR02,QUEGAM,Quercus gambelii
LFR02,CERMON,Cercocarpus montanus
LFR02,LINDAL,Linaria dalmatica
LFR02,TRAOCC,Tradescantia occidentalis
LFR02,LACSER,Lactuca serriola
LFR02,MAHREP,Mahonia repens
LFR02,SCUBRI,Scutellaria brittonii
LFR02,CAREX SP.,Carex sp.
LFR02,ARTFRI,Artemesia frigida
LFR02,CORAUR,Corydalis aurea
LFR02,PENVIR,Penstemon virens
LFR02,GALAPA,Galium aparine
LFR02,CAMPET,Campanula petiolata
LFR02,HESCOM,Hesperostipa comata
LFR02,CERARV,Cerastium arvense strictum
LFR02,CLARUB,Claytonia rubra
LFR03,DRAPAR,Dracocephalum parviflorum
LFR03,LACSER,Lactuca serriola
LFR03,GERBIC,Geranium bicknellii
LFR03,ACEGLA,Acer glabrum
LFR03,PSEMEN,Pseudotsuga menziesii
LFR03,CAREX SP.,Carex sp.
LFR03,BROINE,Bromus inermis
LFR03,RUMCRI,Rumex crispus
LFR03,CORAUR,Corydalis aurea
LFR03,CLAPER,Claytonia perfoliata
LFR04,BROTEC,Bromus tectorum
LFR04,QUEGAM,Quercus gambelii
LFR04,ALYSIM,Alyssum simplex
LFR04,CERMON,Cercocarpus montanus
LFR04,CAMMIC,Camelina microcarpa
LFR04,HETVIL,Heterotheca villosa
LFR04,OPUPOL,Opuntia polyacantha
LFR04,TRAOCC,Tradescantia occidentalis
LFR04,CAREX SP.,Carex sp.
LFR04,GALAPA,Galium aparine
LFR04,LINDAL,Linaria dalmatica
LFR04,HESCOM,Hesperostipa comata
LFR04,SCUBRI,Scutellaria brittonii
LFR04,CONARV,Convolvulus arvensis
LFR04,CARNUT,Carduus nutans
LFR04,VERTHA,Verbascum thapsus
LFR04,VIONUT,Viola nuttallii
LFR04,ELYSMI,Elymus smithii
LFR04,MAHREP,Mahonia repens
LFR04,FALCON,Fallopia convolvulus
LFR04,BROINE,Bromus inermis
LFR04,PENVIR,Penstemon virens
LFR04,ARTLUD,Artemesia ludoviciana
LFR04,LACSER,Lactuca serriola
LFR04,TRADUB,Tragopogon dubius
LFR05,PENVIR,Penstemon virens
LFR05,SENINT,Senecio integerrimus 
LFR05,CLAPER,Claytonia perfoliata
LFR05,CLARUB,Claytonia rubra
LFR05,CAREX SP.,Carex sp.
LFR05,LACSER,Lactuca serriola
LFR05,COLLIN,Collomia linearis
LFR05,ACOCOL,Aconitum columbianum
LFR05,APOAND,Apocynum androsaemifolium
LFR05,DELNUT,Delphinium nuttallianum
LFR05,DRYFIS,Drymocallis fissa
LFR05,QUEGAM,Quercus gambelii
LFR05,GAYDIF,Gayophytum diffusum
LFR05,ACHMIL,Achillea millefolium
LFR05,GENAMA,Gentianella amarella
LFR05,COLPAR,Collinsia parviflora 
LFR05,SCUBRI,Scutellaria brittonii
LFR05,CERARV,Cerastium arvense strictum
LFR05,BROTEC,Bromus tectorum
LFR05,HESCOM,Hesperostipa comata
LFR05,PSEMEN,Pseudotsuga menziesii
LFR05,CORAUR,Corydalis aurea
LFR05,CHAANG,Chamerion angustifolium
LFR05,GALAPA,Galium aparine
LFR06,BROTEC,Bromus tectorum
LFR06,CLARUB,Claytonia rubra
LFR06,CLAPER,Claytonia perfoliata
LFR06,QUEGAM,Quercus gambelii
LFR06,SENINT,Senecio integerrimus 
LFR06,LACSER,Lactuca serriola
LFR06,COLPAR,Collinsia parviflora 
LFR06,CAREX SP.,Carex sp.
LFR06,TRIPAR,Trifolium parryi
LFR06,ELYSMI,Elymus smithii
LFR06,PENVIR,Penstemon virens
LFR06,ACOCOL,Aconitum columbianum
LFR06,RIBCER,Ribes cereum
LFR06,ARTLUD,Artemesia ludoviciana
LFR06,CERMON,Cercocarpus montanus
LFR06,HARTRA,Harbouria trachypleura
LFR06,GAYDIF,Gayophytum diffusum
LFR06,YUCGLA,Yucca glauca
LFR06,GALAPA,Galium aparine
LFR06,UNK10,
LFR06,PINPON,Pinus ponderosa
LFR07,ERIUMB,Eriogonum umbellatum
LFR07,SEDLAN,Sedum lanceolatum
LFR07,HETVIL,Heterotheca villosa
LFR07,QUEGAM,Quercus gambelii
LFR07,PINPON,Pinus ponderosa
LFR07,PSEMEN,Pseudotsuga menziesii
LFR07,PENVIR,Penstemon virens
LFR07,DRYFIS,Drymocallis fissa
LFR07,HARTRA,Harbouria trachypleura
LFR07,UNK A,Unknown graminoid
LFR07,ACHMIL,Achillea millefolium
LFR07,ELYSMI,Elymus smithii
LFR07,FALCON,Fallopia convolvulus
LFR07,ANTPAR,Antennaria parvifolia
LFR07,COLPAR,Collinsia parviflora 
LFR07,HEMMIN,Hemizonella minima
LFR07,DELNUT,Delphinium nuttallianum
LFR07,PHAHET,Phacelia heterophylla
LFR07,ALLCER,Allium cernuum
LFR07,CERARV,Cerastium arvense strictum
LFR07,SENARO,Senecio aronicoides
LFR07,LOMORI,Lomatium orientale
LFR07,JUNSCO,Juniperus scopulorum
LFR07,PRUVIR,Prunus virginiana
MC01,CHEALB,Chenopodium album
MC01,LACSER,Lactuca serriola
MC01,ALYSIM,Alyssum simplex
MC01,BROTEC,Bromus tectorum
MC01,QUEGAM,Quercus gambelii
MC01,SILANT,Silene antirrhina
MC01,TRAOCC,Tradescantia occidentalis
MC01,CERMON,Cercocarpus montanus
MC01,MERLAN,Mertensia lanceolata
MC01,HYPPER,Hypericum perforatum
MC01,OPUPOL,Opuntia polyacantha
MC01,CARNUT,Carduus nutans
MC01,CAMPET,Campanula petiolata
MC01,LINDAL,Linaria dalmatica
MC01,GALAPA,Galium aparine
MC02,CHAANG,Chamerion angustifolium
MC02,MERLAN,Mertensia lanceolata
MC02,RIBINE,Ribes inermi
MC02,ACHMIL,Achillea millefolium
MC02,LACSER,Lactuca serriola
MC02,GAYDIF,Gayophytum diffusum
MC02,CAREX SP.,Carex sp.
MC02,ARNCOR,Arnica cordifolia
MC02,MAHREP,Mahonia repens
MC02,SENINT,Senecio integerrimus
MC02,CORAUR,Corydalis aurea
MC02,VERTHA,Verbascum thapsus
MC02,MIRLIN,Mirabilis linearis
MC02,HARTRA,Harbouria trachypleura
MC02,COLPAR,Collinsia parviflora 
MC03,MERLAN,Mertensia lanceolata
MC03,GALAPA,Galium aparine
MC03,DRAPAR,Dracocephalum parviflorum
MC03,SYMALB,Symphoricarpos albus
MC03,MAHREP,Mahonia repens
MC03,PRUVIR,Prunus virginiana
MC03,ROSARK,Rosa arkansana
MC03,QUEGAM,Quercus gambelii
MC03,GERRIC,Geranium richardsonii
MC03,CLAPER,Claytonia perfoliata
MC03,COLPAR,Collinsia parviflora 
MC03,LIGPOR,Ligusticum porteri
MC03,CHEHYB,Chenopodiastrum hybridium
MC03,BROINE,Bromus inermis
MC03,TAROFF,Taraxacum officinale
MC03,LACSER,Lactuca serriola
MC04,QUEGAM,Quercus gambelii
MC04,LACSER,Lactuca serriola
MC04,CHAANG,Chamerion angustifolium
MC04,APOAND,Apocynum androsaemifolium
MC04,TAROFF,Taraxacum officinale
MC04,MERLAN,Mertensia lanceolata
MC04,CAMPET,Camelina petiolata
MC04,CHEINC,Chenopodium incana
MC04,LATLAN,Lathyrus lanzwetrii
MC04,VERTHA,Verbascum thapsus
MC04,CLAPER,Claytonia perfoliata
MC04,PHAHET,Phacelia heterophylla
MC04,COLLIN,Collomia linearis
MC04,CARNUT,Carduus nutans
MC04,BROINE,Bromus inermis
MC04,CAREX SP.,Carex sp.
MC04,ACHMIL,Achillea millefolium
MC04,PENVIR,Penstemon virens
MC04,ARTLUD,Artemisia ludoviciana
MC04,BROTEC,Bromus tectorum
MC04,DRAPAR,Dracocephalum parviflorum
MC04,POLAVI,Polygonum aViculare
MC05,QUEGAM,Quercus gambelii
MC05,LINDAL,Linaria dalmatica
MC05,DRYFIS,Drymocallis fissa
MC05,ALYSIM,Alyssum simplex
MC05,CARNUT,Carduus nutans
MC05,BOUSTR,Boechera stricta
MC05,HARTRA,Harbouria trachypleura
MC05,HETVIL,Heterotheca villosa
MC05,BROTEC,Bromus tectorum
MC05,CAREX SP.,Carex sp.
MC05,CAMMIC,Camelina microcarpa
MC05,COLLIN,Collomia linearis
MC05,POLDOU,Polygonum douglasii 
MC05,SENINT,Senecio integerrimus 
MC05,COLPAR,Collinsia parviflora 
MC05,CLAPER,Claytonia perfoliata
MC05,CLARUB,Claytonia rubra
MC05,LACSER,Lactuca serriola
MC05,OPUPOL ,Opuntia polyacantha
MC05,TAROFF,Taraxacum officinale
MC05,LAPOCC,Lappula occidentalis
MC05,GALAPA,Galium aparine
MC05,VIONUT,Viola nuttallii
MC05,HESCOM,Hesperostipa comata
MC05,BROTEC,Bromus tectorum
MC05,NOTCUS,Nothocalais cuspidata
MC05,CERMON,Cercocarpus montanus
MC05,ASTFLE,Astragalus flexuosus
MC05,ARTLUD,Artemisia ludoviciana
MC05,YUCGLA,Yucca glauca
MC05,ERYCAP,Erysimum capitatum
MC05,SEDLAN,Sedum lanceolatum
MC05,TRAOCC,Tradescantia occidentalis
MC05,TRADUB,Tragopogon dubius
MC05,ERIUMB,Eriogonum umbellatum
MC05,BROJAP,Bromus japonicus
MC06,GAYDIF,Gayophytum diffusum
MC06,LACSER,Lactuca serriola
MC06,VERTHA,Verbascum thapsus
MC06,SENINT,Senecio integerrimus 
MC06,POLDOU,Polygonum douglasii 
MC06,QUEGAM,Quercus gambelii
MC06,CAREX SP.,Carex sp.
MC06,ACHMIL,Achillea millefolium
MC06,COLPAR,Collinsia parviflora 
MC06,CHEALB,Chenopodium album
MC06,COLLIN,Collomia linearis
MC06,DRAPAR,Dracocephalum parviflorum
MC06,MERLAN,Mertensia lanceolata
MC06,BROTEC,Bromus tectorum
MC06,HETVIL,Heterotheca villosa
MC06,CHAANG,Chamerion angustifolium
MC07,CHAANG,Chamerion angustifolium
MC07,MERLAN,Mertensia lanceolata
MC07,RIBCER,Ribes cereum
MC07,ACHMIL,Achillea millefolium
MC07,LACSER,Lactuca serriola
MC07,GAYDIF,Gayophytum diffusum
MC07,CAREX SP.,Carex sp.
MC07,ARNCOR,Arnica cordifolia
MC07,MAHREP,Mahonia repens
MC07,SENINT,Senecio integerrimus 
MC07,CORAUR,Corydalis aurea
MC07,VERTHA,Verbascum thapsus
MC07,MIRLIN,Mirabilis linearis
MC07,HARTRA,Harbouria trachypleura
MC07,COLPAR,Collinsia parviflora 
MC07,PENVIR,Penstemon virens
MC07,ALLCER,Allium cernuum
MC07,COLPAR,Collinsia parviflora 
MC07,TRIPER,Triodanis perfoliata
MC07,GALAPA,Galium aparine
MC07,QUEGAM,Quercus gambelii
MC07,LATLAN,Lathyrus lanszwertii
MC07,KOEMAC,Koeleria macrantha
MC07,CAMPET,Campanula petiolata
MC07,ACHMIL,Achillea millefolium
MC07,BROJAP,Bromus japonicus
MC07,CAREX SP.,Carex sp.
MC07,APOAND,Apocynum androsaemifolium
MC07,CHEALB,Chenopodium album
MC07,MAHREP,Mahonia repens
MC07,CEAFEN,Ceanothus fendleri
MC07,CERARV,Cerastium arvense strictum
MC07,LINLEW,Linum lewisii
MC07,ERIUMB,Eriogonum umbellatum
MC07,SENINT,Senecio integerrimus 
MC07,PACFEN,Packera fendleri
MC07,LUPARG,Lupinus argenteus
MC07,LACSER,Lactuca serriola
MC07,ARTFRI,Artemesia frigida
MC07,CAMMIC,Camelina microcarpa
MC07,ARTLUD,Artemesia ludoviciana
MC07,COLLIN,Collomia linearis
MC07,TRADUB,Tragopogon dubius
MC07,ELYSMI,Elymus smithii
MC07,PSEJAM,Pseudostellaria jamesiana
MC07,CLARUB,Claytonia rubra
MC07,GAYDIF,Gayophytum diffusum
MFR01,GALAPA,Galium aparine
MFR01,GALBOR,Galium boreale
MFR01,QUEGAM,Quercus gambelii
MFR01,SYMALB,Symphoricarpos albus
